semi_trailer,world/semi_trailer/,,,,
obj,,,,,
X,Neg Z,Y,Rot X,Rot Y,Rot Z
5.543,50.521,0.85,0,180,180
8.543,50.521,0.85,0,180,180
17.543,50.521,0.85,0,180,180
,,,,,
9.383,-1.789,0.85,0,0,180
44.84,-1.789,0.85,0,0,180
46.34,-1.789,0.85,0,0,180
47.84,-1.789,0.85,0,0,180
