racksSingle61,racks/racksSingle61/,,,,,,,,,
xml,,,,,,,,,,
X Pos,Neg Z Pos,Y Pos,Rot X,Rot Y,Rot Z,Aisle Label,Rack Side,Bin Label,Bin Label,The 'R' symbol means reverse label order
0.49,40.725,0,0,90,0,A,left,4A128,,Aisle 4A
,,,,,,,,,,
2.25,29.755,0,0,90,0,A,right,4A085,,Aisle 4A-R
,,,,,,,,,,
2.83,29.755,0,0,90,0,B,right,4B086,,Aisle 4B
,,,,,,,,,,
5.77,29.755,0,0,90,0,C,right,4C086,,Aisle 4C
,,,,,,,,,,
9.725,27.74,0,0,180,0,E,left,4E016,,Aisle 4E-R
