racksDouble103,racks/racksDouble103/,,,,,,,,,
xml,,,,,,,,,,
X Pos,Neg Z Pos,Y Pos,Rot X,Rot Y,Rot Z,Aisle Label,Rack Side,Bin Label,Bin Label,The 'R' symbol means reverse the label order
41.84,21.665,0,0,90,0,S,none,6S054,6S056,
41.84,22.695,0,0,90,0,S,none,6S058,6S060,
41.84,23.725,0,0,90,0,S,none,6S062,6S064,
41.84,24.755,0,0,90,0,S,none,6S066,6S068,
41.84,25.785,0,0,90,0,S,none,6S070,6S072,
,,,,,,,,,,
41.84,30.995,0,0,90,0,S,none,6S090,6S092,6S (cont)
41.84,32.025,0,0,90,0,S,none,6S094,6S096,
41.84,33.055,0,0,90,0,S,none,6S098,6S100,
41.84,34.085,0,0,90,0,S,none,6S102,6S104,
41.84,35.115,0,0,90,0,S,none,6S106,6S108,
41.84,36.145,0,0,90,0,S,none,6S110,6S112,
41.84,37.175,0,0,90,0,S,none,6S114,6S116,
41.84,38.205,0,0,90,0,S,none,6S118,6S120,
41.84,39.235,0,0,90,0,S,none,6S122,6S124,
41.84,40.265,0,0,90,0,S,none,6S126,6S128,
41.84,41.295,0,0,90,0,S,none,6S130,6S132,
41.84,42.325,0,0,90,0,S,none,6S134,6S136,
41.84,43.355,0,0,90,0,S,none,6S138,6S140,
41.84,44.385,0,0,90,0,S,none,6S142,6S144,
,,,,,,,,,,
44.08,11.365,0,0,-90,0,S,none,6S015,6S013,Aisle 6S-R
44.08,12.395,0,0,-90,0,S,none,6S019,6S017,
44.08,13.425,0,0,-90,0,S,none,6S023,6S021,
44.08,14.455,0,0,-90,0,S,none,6S027,6S025,
44.08,15.485,0,0,-90,0,S,none,6S031,6S029,
44.08,16.515,0,0,-90,0,S,none,6S035,6S033,
44.08,17.545,0,0,-90,0,S,none,6S039,6S037,
44.08,18.575,0,0,-90,0,S,none,6S043,6S041,
44.08,19.605,0,0,-90,0,S,none,6S047,6S045,
44.08,20.635,0,0,-90,0,S,none,6S051,6S049,
44.08,21.665,0,0,-90,0,S,none,6S055,6S053,
44.08,22.695,0,0,-90,0,S,none,6S059,6S057,
44.08,23.725,0,0,-90,0,S,none,6S063,6S061,
44.08,24.755,0,0,-90,0,S,none,6S067,6S065,
44.08,25.785,0,0,-90,0,S,none,6S071,6S069,
,,,,,,,,,,
44.08,30.995,0,0,-90,0,S,none,6S091,6S089,6N-S (cont)
44.08,32.025,0,0,-90,0,S,none,6S095,6S093,
44.08,33.055,0,0,-90,0,S,none,6S099,6S097,
44.08,34.085,0,0,-90,0,S,none,6S103,6S101,
44.08,35.115,0,0,-90,0,S,none,6S107,6S105,
44.08,36.145,0,0,-90,0,S,none,6S111,6S109,
44.08,37.175,0,0,-90,0,S,none,6S115,6S113,
44.08,38.205,0,0,-90,0,S,none,6S119,6S117,
44.08,39.235,0,0,-90,0,S,none,6S123,6S121,
44.08,40.265,0,0,-90,0,S,none,6S127,6S125,
44.08,41.295,0,0,-90,0,S,none,6S131,6S129,
44.08,42.325,0,0,-90,0,S,none,6S135,6S133,
44.08,43.355,0,0,-90,0,S,none,6S139,6S137,
44.08,44.385,0,0,-90,0,S,none,6S143,6S141,
,,,,,,,,,,
45.26,11.365,0,0,90,0,T,none,6T014,6T016,Aisle 6T
45.26,12.395,0,0,90,0,T,none,6T018,6T020,
45.26,13.425,0,0,90,0,T,none,6T022,6T024,
45.26,14.455,0,0,90,0,T,none,6T026,6T028,
45.26,15.485,0,0,90,0,T,none,6T030,6T032,
45.26,16.515,0,0,90,0,T,none,6T034,6T036,
45.26,17.545,0,0,90,0,T,none,6T038,6T040,
45.26,18.575,0,0,90,0,T,none,6T042,6T044,
45.26,19.605,0,0,90,0,T,none,6T046,6T048,
45.26,20.635,0,0,90,0,T,none,6T050,6T052,
45.26,21.665,0,0,90,0,T,none,6T054,6T056,
45.26,22.695,0,0,90,0,T,none,6T058,6T060,
45.26,23.725,0,0,90,0,T,none,6T062,6T064,
45.26,24.755,0,0,90,0,T,none,6T066,6T068,
45.26,25.785,0,0,90,0,T,none,6T070,6T072,
,,,,,,,,,,
45.26,30.995,0,0,90,0,T,none,6T090,6T092,6T (cont)
45.26,32.025,0,0,90,0,T,none,6T094,6T096,
45.26,33.055,0,0,90,0,T,none,6T098,6T100,
45.26,34.085,0,0,90,0,T,none,6T102,6T104,
45.26,35.115,0,0,90,0,T,none,6T106,6T108,
45.26,36.145,0,0,90,0,T,none,6T110,6T112,
45.26,37.175,0,0,90,0,T,none,6T114,6T116,
45.26,38.205,0,0,90,0,T,none,6T118,6T120,
45.26,39.235,0,0,90,0,T,none,6T122,6T124,
45.26,40.265,0,0,90,0,T,none,6T126,6T128,
45.26,41.295,0,0,90,0,T,none,6T130,6T132,
45.26,42.325,0,0,90,0,T,none,6T134,6T136,
45.26,43.355,0,0,90,0,T,none,6T138,6T140,
45.26,44.385,0,0,90,0,T,none,6T142,6T144,
,,,,,,,,,,
47.5,11.365,0,0,-90,0,T,none,6T015,6T013,Aisle 6T-R
47.5,12.395,0,0,-90,0,T,none,6T019,6T017,
47.5,13.425,0,0,-90,0,T,none,6T023,6T021,
47.5,14.455,0,0,-90,0,T,none,6T027,6T025,
47.5,15.485,0,0,-90,0,T,none,6T031,6T029,
47.5,16.515,0,0,-90,0,T,none,6T035,6T033,
47.5,17.545,0,0,-90,0,T,none,6T039,6T037,
47.5,18.575,0,0,-90,0,T,none,6T043,6T041,
47.5,19.605,0,0,-90,0,T,none,6T047,6T045,
47.5,20.635,0,0,-90,0,T,none,6T051,6T049,
47.5,21.665,0,0,-90,0,T,none,6T055,6T053,
47.5,22.695,0,0,-90,0,T,none,6T059,6T057,
47.5,23.725,0,0,-90,0,T,none,6T063,6T061,
47.5,24.755,0,0,-90,0,T,none,6T067,6T065,
47.5,25.785,0,0,-90,0,T,none,6T071,6T069,
,,,,,,,,,,
47.5,30.995,0,0,-90,0,T,none,6T091,6T089,6M-T (cont)
47.5,32.025,0,0,-90,0,T,none,6T095,6T093,
47.5,33.055,0,0,-90,0,T,none,6T099,6T097,
47.5,34.085,0,0,-90,0,T,none,6T103,6T101,
47.5,35.115,0,0,-90,0,T,none,6T107,6T105,
47.5,36.145,0,0,-90,0,T,none,6T111,6T109,
47.5,37.175,0,0,-90,0,T,none,6T115,6T113,
47.5,38.205,0,0,-90,0,T,none,6T119,6T117,
47.5,39.235,0,0,-90,0,T,none,6T123,6T121,
47.5,40.265,0,0,-90,0,T,none,6T127,6T125,
47.5,41.295,0,0,-90,0,T,none,6T131,6T129,
47.5,42.325,0,0,-90,0,T,none,6T135,6T133,
47.5,43.355,0,0,-90,0,T,none,6T139,6T137,
47.5,44.385,0,0,-90,0,T,none,6T143,6T141,
,,,,,,,,,,
48.56,11.365,0,0,90,0,W,none,6W014,6W016,Aisle 6W
48.56,12.395,0,0,90,0,W,none,6W018,6W020,
48.56,13.425,0,0,90,0,W,none,6W022,6W024,
48.56,14.455,0,0,90,0,W,none,6W026,6W028,
48.56,15.485,0,0,90,0,W,none,6W030,6W032,
48.56,16.515,0,0,90,0,W,none,6W034,6W036,
48.56,17.545,0,0,90,0,W,none,6W038,6W040,
48.56,18.575,0,0,90,0,W,none,6W042,6W044,
48.56,19.605,0,0,90,0,W,none,6W046,6W048,
48.56,20.635,0,0,90,0,W,none,6W050,6W052,
48.56,21.665,0,0,90,0,W,none,6W054,6W056,
48.56,22.695,0,0,90,0,W,none,6W058,6W060,
48.56,23.725,0,0,90,0,W,none,6W062,6W064,
48.56,24.755,0,0,90,0,W,none,6W066,6W068,
48.56,25.785,0,0,90,0,W,none,6W070,6W072,
,,,,,,,,,,
48.56,30.995,0,0,90,0,W,none,6W090,6W092,6W (cont)
48.56,32.025,0,0,90,0,W,none,6W094,6W096,
48.56,33.055,0,0,90,0,W,none,6W098,6W100,
48.56,34.085,0,0,90,0,W,none,6W102,6W104,
48.56,35.115,0,0,90,0,W,none,6W106,6W108,
48.56,36.145,0,0,90,0,W,none,6W110,6W112,
48.56,37.175,0,0,90,0,W,none,6W114,6W116,
48.56,38.205,0,0,90,0,W,none,6W118,6W120,
48.56,39.235,0,0,90,0,W,none,6W122,6W124,
48.56,40.265,0,0,90,0,W,none,6W126,6W128,
48.56,41.295,0,0,90,0,W,none,6W130,6W132,
48.56,42.325,0,0,90,0,W,none,6W134,6W136,
48.56,43.355,0,0,90,0,W,none,6W138,6W140,
48.56,44.385,0,0,90,0,W,none,6W142,6W144,
,,,,,,,,,,
50.8,11.365,0,0,-90,0,W,none,6W015,6W013,Aisle 6W-R
50.8,12.395,0,0,-90,0,W,none,6W019,6W017,
50.8,13.425,0,0,-90,0,W,none,6W023,6W021,
50.8,14.455,0,0,-90,0,W,none,6W027,6W025,
50.8,15.485,0,0,-90,0,W,none,6W031,6W029,
50.8,16.515,0,0,-90,0,W,none,6W035,6W033,
50.8,17.545,0,0,-90,0,W,none,6W039,6W037,
50.8,18.575,0,0,-90,0,W,none,6W043,6W041,
50.8,19.605,0,0,-90,0,W,none,6W047,6W045,
50.8,20.635,0,0,-90,0,W,none,6W051,6W049,
50.8,21.665,0,0,-90,0,W,none,6W055,6W053,
50.8,22.695,0,0,-90,0,W,none,6W059,6W057,
50.8,23.725,0,0,-90,0,W,none,6W063,6W061,
50.8,24.755,0,0,-90,0,W,none,6W067,6W065,
50.8,25.785,0,0,-90,0,W,none,6W071,6W069,
,,,,,,,,,,
50.8,30.995,0,0,-90,0,W,none,6W091,6W089,6Q-W (cont)
50.8,32.025,0,0,-90,0,W,none,6W095,6W093,
50.8,33.055,0,0,-90,0,W,none,6W099,6W097,
50.8,34.085,0,0,-90,0,W,none,6W103,6W101,
50.8,35.115,0,0,-90,0,W,none,6W107,6W105,
50.8,36.145,0,0,-90,0,W,none,6W111,6W109,
50.8,37.175,0,0,-90,0,W,none,6W115,6W113,
50.8,38.205,0,0,-90,0,W,none,6W119,6W117,
50.8,39.235,0,0,-90,0,W,none,6W123,6W121,
50.8,40.265,0,0,-90,0,W,none,6W127,6W125,
50.8,41.295,0,0,-90,0,W,none,6W131,6W129,
50.8,42.325,0,0,-90,0,W,none,6W135,6W133,
50.8,43.355,0,0,-90,0,W,none,6W139,6W137,
50.8,44.385,0,0,-90,0,W,none,6W143,6W141,
,,,,,,,,,,
51.96,11.365,0,0,90,0,X,none,6X014,6X016,Aisle 6X
51.96,12.395,0,0,90,0,X,none,6X018,6X020,
51.96,13.425,0,0,90,0,X,none,6X022,6X024,
51.96,14.455,0,0,90,0,X,none,6X026,6X028,
51.96,15.485,0,0,90,0,X,none,6X030,6X032,
51.96,16.515,0,0,90,0,X,none,6X034,6X036,
51.96,17.545,0,0,90,0,X,none,6X038,6X040,
51.96,18.575,0,0,90,0,X,none,6X042,6X044,
51.96,19.605,0,0,90,0,X,none,6X046,6X048,
51.96,20.635,0,0,90,0,X,none,6X050,6X052,
51.96,21.665,0,0,90,0,X,none,6X054,6X056,
51.96,22.695,0,0,90,0,X,none,6X058,6X060,
51.96,23.725,0,0,90,0,X,none,6X062,6X064,
51.96,24.755,0,0,90,0,X,none,6X066,6X068,
51.96,25.785,0,0,90,0,X,none,6X070,6X072,
,,,,,,,,,,
51.96,30.995,0,0,90,0,X,none,6X090,6X092,6X (cont)
51.96,32.025,0,0,90,0,X,none,6X094,6X096,
51.96,33.055,0,0,90,0,X,none,6X098,6X100,
51.96,34.085,0,0,90,0,X,none,6X102,6X104,
51.96,35.115,0,0,90,0,X,none,6X106,6X108,
51.96,36.145,0,0,90,0,X,none,6X110,6X112,
51.96,37.175,0,0,90,0,X,none,6X114,6X116,
51.96,38.205,0,0,90,0,X,none,6X118,6X120,
51.96,39.235,0,0,90,0,X,none,6X122,6X124,
51.96,40.265,0,0,90,0,X,none,6X126,6X128,
51.96,41.295,0,0,90,0,X,none,6X130,6X132,
51.96,42.325,0,0,90,0,X,none,6X134,6X136,
51.96,43.355,0,0,90,0,X,none,6X138,6X140,
51.96,44.385,0,0,90,0,X,none,6X142,6X144,
,,,,,,,,,,
54.2,11.365,0,0,-90,0,X,none,6X015,6X013,Aisle 6X-R
54.2,12.395,0,0,-90,0,X,none,6X019,6X017,
54.2,13.425,0,0,-90,0,X,none,6X023,6X021,
54.2,14.455,0,0,-90,0,X,none,6X027,6X025,
54.2,15.485,0,0,-90,0,X,none,6X031,6X029,
54.2,16.515,0,0,-90,0,X,none,6X035,6X033,
54.2,17.545,0,0,-90,0,X,none,6X039,6X037,
54.2,18.575,0,0,-90,0,X,none,6X043,6X041,
54.2,19.605,0,0,-90,0,X,none,6X047,6X045,
54.2,20.635,0,0,-90,0,X,none,6X051,6X049,
54.2,21.665,0,0,-90,0,X,none,6X055,6X053,
54.2,22.695,0,0,-90,0,X,none,6X059,6X057,
54.2,23.725,0,0,-90,0,X,none,6X063,6X061,
54.2,24.755,0,0,-90,0,X,none,6X067,6X065,
54.2,25.785,0,0,-90,0,X,none,6X071,6X069,
,,,,,,,,,,
54.2,30.995,0,0,-90,0,X,none,6X091,6X089,6X-R (cont)
54.2,32.025,0,0,-90,0,X,none,6X095,6X093,
54.2,33.055,0,0,-90,0,X,none,6X099,6X097,
54.2,34.085,0,0,-90,0,X,none,6X103,6X101,
54.2,35.115,0,0,-90,0,X,none,6X107,6X105,
54.2,36.145,0,0,-90,0,X,none,6X111,6X109,
54.2,37.175,0,0,-90,0,X,none,6X115,6X113,
54.2,38.205,0,0,-90,0,X,none,6X119,6X117,
54.2,39.235,0,0,-90,0,X,none,6X123,6X121,
54.2,40.265,0,0,-90,0,X,none,6X127,6X125,
54.2,41.295,0,0,-90,0,X,none,6X131,6X129,
54.2,42.325,0,0,-90,0,X,none,6X135,6X133,
54.2,43.355,0,0,-90,0,X,none,6X139,6X137,
54.2,44.385,0,0,-90,0,X,none,6X143,6X141,
